,TBL,TMS,DFY
2006-06-07,4.74,0.28,0.89
2006-06-08,4.74,0.26,0.89
2006-06-09,4.75,0.23,0.89
2006-06-12,4.81,0.18,0.89
2006-06-13,4.77,0.2,0.89
2006-06-14,4.77,0.28,0.89
2006-06-15,4.72,0.38,0.89
2006-06-16,4.75,0.38,0.89
2006-06-19,4.81,0.33,0.89
2006-06-20,4.8,0.35,0.89
2006-06-21,4.79,0.37,0.89
2006-06-22,4.79,0.41,0.89
2006-06-23,4.84,0.39,0.89
2006-06-26,4.91,0.34,0.89
2006-06-27,4.92,0.29,0.89
2006-06-28,4.88,0.37,0.89
2006-06-29,4.88,0.34,0.89
2006-06-30,4.87,0.28,0.89
2006-07-01,4.87,0.28,0.91
2006-07-03,4.96,0.19,0.91
2006-07-04,4.96,0.19,0.91
2006-07-05,4.88,0.35,0.91
2006-07-06,4.87,0.32,0.91
2006-07-07,4.89,0.25,0.91
2006-07-10,4.93,0.2,0.91
2006-07-11,4.92,0.18,0.91
2006-07-12,4.93,0.17,0.91
2006-07-13,4.92,0.16,0.91
2006-07-14,4.93,0.14,0.91
2006-07-17,4.98,0.09,0.91
2006-07-18,5.0,0.13,0.91
2006-07-19,4.98,0.08,0.91
2006-07-20,4.95,0.08,0.91
2006-07-21,4.96,0.09,0.91
2006-07-24,4.97,0.08,0.91
2006-07-25,5.0,0.07,0.91
2006-07-26,4.98,0.06,0.91
2006-07-27,4.97,0.1,0.91
2006-07-28,4.94,0.06,0.91
2006-07-31,4.97,0.02,0.91
2006-08-01,4.99,0.0,0.91
2006-08-02,4.97,-0.01,0.91
2006-08-03,4.98,-0.02,0.91
2006-08-04,4.96,-0.05,0.91
2006-08-07,4.99,-0.06,0.91
2006-08-08,4.97,-0.04,0.91
2006-08-09,4.94,-0.02,0.91
2006-08-10,4.92,0.01,0.91
2006-08-11,4.94,0.03,0.91
2006-08-14,4.99,0.01,0.91
2006-08-15,4.97,-0.04,0.91
2006-08-16,4.94,-0.07,0.91
2006-08-17,4.96,-0.09,0.91
2006-08-18,4.97,-0.13,0.91
2006-08-21,4.98,-0.16,0.91
2006-08-22,4.97,-0.15,0.91
2006-08-23,4.96,-0.14,0.91
2006-08-24,4.96,-0.15,0.91
2006-08-25,4.98,-0.19,0.91
2006-08-28,4.97,-0.17,0.91
2006-08-29,4.94,-0.15,0.91
2006-08-30,4.92,-0.16,0.91
2006-08-31,4.92,-0.18,0.91
2006-09-01,4.89,-0.16,0.92
2006-09-04,4.89,-0.16,0.92
2006-09-05,4.87,-0.09,0.92
2006-09-06,4.84,-0.04,0.92
2006-09-07,4.84,-0.04,0.92
2006-09-08,4.8,-0.02,0.92
2006-09-11,4.81,-0.01,0.92
2006-09-12,4.78,0.0,0.92
2006-09-13,4.79,-0.02,0.92
2006-09-14,4.82,-0.03,0.92
2006-09-15,4.83,-0.03,0.92
2006-09-18,4.82,-0.01,0.92
2006-09-19,4.82,-0.08,0.92
2006-09-20,4.81,-0.08,0.92
2006-09-21,4.79,-0.14,0.92
2006-09-22,4.8,-0.2,0.92
2006-09-25,4.76,-0.2,0.92
2006-09-26,4.76,-0.17,0.92
2006-09-27,4.76,-0.16,0.92
2006-09-28,4.75,-0.12,0.92
2006-09-29,4.77,-0.13,0.92
2006-10-01,4.77,-0.13,0.91
2006-10-02,4.76,-0.14,0.91
2006-10-03,4.78,-0.16,0.91
2006-10-04,4.8,-0.23,0.91
2006-10-05,4.81,-0.2,0.91
2006-10-06,4.82,-0.12,0.91
2006-10-09,4.82,-0.12,0.91
2006-10-10,4.87,-0.12,0.91
2006-10-11,4.89,-0.11,0.91
2006-10-12,4.93,-0.14,0.91
2006-10-13,4.92,-0.11,0.91
2006-10-16,4.96,-0.17,0.91
2006-10-17,4.96,-0.18,0.91
2006-10-18,4.96,-0.19,0.91
2006-10-19,4.97,-0.18,0.91
2006-10-20,4.96,-0.17,0.91
2006-10-23,4.99,-0.16,0.91
2006-10-24,5.0,-0.17,0.91
2006-10-25,4.99,-0.21,0.91
2006-10-26,4.99,-0.26,0.91
2006-10-27,4.98,-0.3,0.91
2006-10-30,4.97,-0.29,0.91
2006-10-31,4.95,-0.34,0.91
2006-11-01,4.94,-0.37,0.87
2006-11-02,4.94,-0.34,0.87
2006-11-03,4.96,-0.24,0.87
2006-11-06,4.96,-0.25,0.87
2006-11-07,4.95,-0.29,0.87
2006-11-08,4.97,-0.33,0.87
2006-11-09,4.96,-0.34,0.87
2006-11-10,4.97,-0.38,0.87
2006-11-13,4.96,-0.35,0.87
2006-11-14,4.96,-0.39,0.87
2006-11-15,4.96,-0.35,0.87
2006-11-16,4.96,-0.3,0.87
2006-11-17,4.96,-0.35,0.87
2006-11-20,4.95,-0.35,0.87
2006-11-21,4.94,-0.36,0.87
2006-11-22,4.92,-0.35,0.87
2006-11-23,4.92,-0.35,0.87
2006-11-24,4.91,-0.36,0.87
2006-11-27,4.92,-0.38,0.87
2006-11-28,4.91,-0.4,0.87
2006-11-29,4.91,-0.39,0.87
2006-11-30,4.9,-0.44,0.87
2006-12-01,4.9,-0.47,0.9
2006-12-04,4.88,-0.45,0.9
2006-12-05,4.86,-0.41,0.9
2006-12-06,4.86,-0.38,0.9
2006-12-07,4.85,-0.36,0.9
2006-12-08,4.84,-0.28,0.9
2006-12-11,4.81,-0.29,0.9
2006-12-12,4.81,-0.32,0.9
2006-12-13,4.82,-0.24,0.9
2006-12-14,4.83,-0.23,0.9
2006-12-15,4.79,-0.19,0.9
2006-12-18,4.84,-0.24,0.9
2006-12-19,4.84,-0.24,0.9
2006-12-20,4.84,-0.24,0.9
2006-12-21,4.84,-0.29,0.9
2006-12-22,4.86,-0.23,0.9
2006-12-25,4.86,-0.23,0.9
2006-12-26,4.87,-0.26,0.9
2006-12-27,4.85,-0.19,0.9
2006-12-28,4.87,-0.17,0.9
2006-12-29,4.89,-0.18,0.9
2007-01-01,4.89,-0.18,0.94
2007-01-02,4.94,-0.26,0.94
2007-01-03,4.92,-0.25,0.94
2007-01-04,4.91,-0.29,0.94
2007-01-05,4.92,-0.27,0.94
2007-01-08,4.95,-0.29,0.94
2007-01-09,4.95,-0.29,0.94
2007-01-10,4.96,-0.27,0.94
2007-01-11,4.98,-0.24,0.94
2007-01-12,4.96,-0.19,0.94
2007-01-15,4.96,-0.19,0.94
2007-01-16,4.98,-0.23,0.94
2007-01-17,4.99,-0.2,0.94
2007-01-18,4.99,-0.24,0.94
2007-01-19,5.01,-0.23,0.94
2007-01-22,5.0,-0.24,0.94
2007-01-23,5.01,-0.2,0.94
2007-01-24,5.0,-0.19,0.94
2007-01-25,5.01,-0.14,0.94
2007-01-26,5.0,-0.12,0.94
2007-01-29,5.01,-0.11,0.94
2007-01-30,5.0,-0.12,0.94
2007-01-31,4.99,-0.16,0.94
2007-02-01,5.0,-0.16,0.89
2007-02-02,5.01,-0.18,0.89
2007-02-05,5.02,-0.21,0.89
2007-02-06,5.01,-0.24,0.89
2007-02-07,5.02,-0.28,0.89
2007-02-08,5.03,-0.3,0.89
2007-02-09,5.02,-0.23,0.89
2007-02-12,5.04,-0.24,0.89
2007-02-13,5.03,-0.21,0.89
2007-02-14,5.02,-0.28,0.89
2007-02-15,5.03,-0.33,0.89
2007-02-16,5.04,-0.35,0.89
2007-02-19,5.04,-0.35,0.89
2007-02-20,5.05,-0.37,0.89
2007-02-21,5.04,-0.35,0.89
2007-02-22,5.05,-0.32,0.89
2007-02-23,5.05,-0.37,0.89
2007-02-26,5.05,-0.42,0.89
2007-02-27,4.99,-0.49,0.89
2007-02-28,5.01,-0.45,0.89
2007-03-01,5.0,-0.44,0.97
2007-03-02,4.98,-0.46,0.97
2007-03-05,4.97,-0.46,0.97
2007-03-06,4.99,-0.46,0.97
2007-03-07,4.97,-0.47,0.97
2007-03-08,4.95,-0.44,0.97
2007-03-09,4.96,-0.37,0.97
2007-03-12,4.96,-0.4,0.97
2007-03-13,4.94,-0.44,0.97
2007-03-14,4.92,-0.39,0.97
2007-03-15,4.91,-0.37,0.97
2007-03-16,4.9,-0.35,0.97
2007-03-19,4.93,-0.35,0.97
2007-03-20,4.92,-0.36,0.97
2007-03-21,4.91,-0.38,0.97
2007-03-22,4.92,-0.32,0.97
2007-03-23,4.94,-0.32,0.97
2007-03-26,4.93,-0.33,0.97
2007-03-27,4.93,-0.31,0.97
2007-03-28,4.92,-0.3,0.97
2007-03-29,4.91,-0.27,0.97
2007-03-30,4.9,-0.25,0.97
2007-04-01,4.9,-0.25,0.92
2007-04-02,4.91,-0.26,0.92
2007-04-03,4.91,-0.24,0.92
2007-04-04,4.92,-0.26,0.92
2007-04-05,4.9,-0.22,0.92
2007-04-06,4.91,-0.15,0.92
2007-04-09,4.89,-0.14,0.92
2007-04-10,4.89,-0.16,0.92
2007-04-11,4.9,-0.16,0.92
2007-04-12,4.89,-0.15,0.92
2007-04-13,4.88,-0.12,0.92
2007-04-16,4.88,-0.14,0.92
2007-04-17,4.87,-0.18,0.92
2007-04-18,4.86,-0.2,0.92
2007-04-19,4.85,-0.17,0.92
2007-04-20,4.85,-0.17,0.92
2007-04-23,4.85,-0.19,0.92
2007-04-24,4.84,-0.21,0.92
2007-04-25,4.83,-0.17,0.92
2007-04-26,4.82,-0.13,0.92
2007-04-27,4.81,-0.1,0.92
2007-04-30,4.79,-0.16,0.92
2007-05-01,4.76,-0.12,0.92
2007-05-02,4.77,-0.12,0.92
2007-05-03,4.76,-0.08,0.92
2007-05-04,4.76,-0.11,0.92
2007-05-07,4.77,-0.13,0.92
2007-05-08,4.76,-0.13,0.92
2007-05-09,4.74,-0.07,0.92
2007-05-10,4.73,-0.08,0.92
2007-05-11,4.73,-0.06,0.92
2007-05-14,4.73,-0.04,0.92
2007-05-15,4.7,0.01,0.92
2007-05-16,4.62,0.09,0.92
2007-05-17,4.68,0.08,0.92
2007-05-18,4.7,0.11,0.92
2007-05-21,4.76,0.03,0.92
2007-05-22,4.79,0.04,0.92
2007-05-23,4.77,0.09,0.92
2007-05-24,4.77,0.09,0.92
2007-05-25,4.75,0.11,0.92
2007-05-28,4.75,0.11,0.92
2007-05-29,4.76,0.12,0.92
2007-05-30,4.71,0.17,0.92
2007-05-31,4.6,0.3,0.92
2007-06-01,4.66,0.29,0.91
2007-06-04,4.68,0.25,0.91
2007-06-05,4.7,0.28,0.91
2007-06-06,4.67,0.3,0.91
2007-06-07,4.67,0.44,0.91
2007-06-08,4.64,0.48,0.91
2007-06-11,4.6,0.54,0.91
2007-06-12,4.59,0.67,0.91
2007-06-13,4.53,0.67,0.91
2007-06-14,4.52,0.71,0.91
2007-06-15,4.43,0.73,0.91
2007-06-18,4.51,0.64,0.91
2007-06-19,4.52,0.57,0.91
2007-06-20,4.61,0.53,0.91
2007-06-21,4.57,0.59,0.91
2007-06-22,4.59,0.55,0.91
2007-06-25,4.69,0.4,0.91
2007-06-26,4.69,0.41,0.91
2007-06-27,4.64,0.45,0.91
2007-06-28,4.64,0.48,0.91
2007-06-29,4.68,0.35,0.91
2007-07-01,4.68,0.35,0.92
2007-07-02,4.81,0.19,0.92
2007-07-03,4.81,0.24,0.92
2007-07-04,4.81,0.24,0.92
2007-07-05,4.81,0.35,0.92
2007-07-06,4.81,0.38,0.92
2007-07-09,4.83,0.33,0.92
2007-07-10,4.81,0.22,0.92
2007-07-11,4.81,0.28,0.92
2007-07-12,4.83,0.3,0.92
2007-07-13,4.83,0.28,0.92
2007-07-16,4.84,0.21,0.92
2007-07-17,4.82,0.26,0.92
2007-07-18,4.82,0.2,0.92
2007-07-19,4.84,0.2,0.92
2007-07-20,4.83,0.13,0.92
2007-07-23,4.88,0.09,0.92
2007-07-24,4.88,0.06,0.92
2007-07-25,4.85,0.07,0.92
2007-07-26,4.78,0.01,0.92
2007-07-27,4.72,0.08,0.92
2007-07-30,4.82,0.0,0.92
2007-07-31,4.82,-0.04,0.92
2007-08-01,4.75,0.01,0.86
2007-08-02,4.75,0.02,0.86
2007-08-03,4.72,-0.01,0.86
2007-08-06,4.74,-0.02,0.86
2007-08-07,4.8,-0.03,0.86
2007-08-08,4.81,0.03,0.86
2007-08-09,4.67,0.12,0.86
2007-08-10,4.44,0.37,0.86
2007-08-13,4.61,0.17,0.86
2007-08-14,4.51,0.22,0.86
2007-08-15,4.1,0.59,0.86
2007-08-16,3.69,0.91,0.86
2007-08-17,3.65,1.03,0.86
2007-08-20,3.08,1.56,0.86
2007-08-21,3.51,1.09,0.86
2007-08-22,3.58,1.05,0.86
2007-08-23,3.79,0.83,0.86
2007-08-24,4.13,0.5,0.86
2007-08-27,4.5,0.1,0.86
2007-08-28,4.28,0.25,0.86
2007-08-29,3.88,0.69,0.86
2007-08-30,3.74,0.77,0.86
2007-08-31,3.91,0.63,0.86
2007-09-01,3.91,0.63,0.85
2007-09-03,3.91,0.63,0.85
2007-09-04,4.35,0.21,0.85
2007-09-05,4.24,0.24,0.85
2007-09-06,4.18,0.33,0.85
2007-09-07,3.96,0.42,0.85
2007-09-10,3.86,0.48,0.85
2007-09-11,4.0,0.37,0.85
2007-09-12,3.93,0.48,0.85
2007-09-13,3.97,0.52,0.85
2007-09-14,3.9,0.57,0.85
2007-09-17,4.05,0.43,0.85
2007-09-18,3.91,0.59,0.85
2007-09-19,3.83,0.7,0.85
2007-09-20,3.69,1.0,0.85
2007-09-21,3.64,1.0,0.85
2007-09-24,3.76,0.87,0.85
2007-09-25,3.7,0.93,0.85
2007-09-26,3.64,0.99,0.85
2007-09-27,3.62,0.96,0.85
2007-09-28,3.72,0.87,0.85
2007-10-01,3.83,0.73,0.82
2007-10-02,3.86,0.68,0.82
2007-10-03,3.86,0.69,0.82
2007-10-04,3.85,0.69,0.82
2007-10-05,3.89,0.76,0.82
2007-10-08,3.89,0.76,0.82
2007-10-09,3.96,0.71,0.82
2007-10-10,3.95,0.7,0.82
2007-10-11,4.01,0.65,0.82
2007-10-12,4.09,0.61,0.82
2007-10-15,4.19,0.5,0.82
2007-10-16,4.14,0.52,0.82
2007-10-17,3.91,0.66,0.82
2007-10-18,3.66,0.86,0.82
2007-10-19,3.75,0.66,0.82
2007-10-22,3.9,0.52,0.82
2007-10-23,3.88,0.53,0.82
2007-10-24,3.75,0.61,0.82
2007-10-25,3.84,0.53,0.82
2007-10-26,3.86,0.55,0.82
2007-10-29,3.91,0.48,0.82
2007-10-30,3.86,0.54,0.82
2007-10-31,3.84,0.64,0.82
2007-11-01,3.71,0.65,0.96
2007-11-02,3.52,0.79,0.96
2007-11-05,3.62,0.73,0.96
2007-11-06,3.66,0.72,0.96
2007-11-07,3.4,0.94,0.96
2007-11-08,3.3,0.98,0.96
2007-11-09,3.19,1.04,0.96
2007-11-12,3.19,1.04,0.96
2007-11-13,3.41,0.85,0.96
2007-11-14,3.33,0.95,0.96
2007-11-15,3.22,0.95,0.96
2007-11-16,3.32,0.83,0.96
2007-11-19,3.32,0.75,0.96
2007-11-20,3.17,0.89,0.96
2007-11-21,3.02,0.98,0.96
2007-11-22,3.02,0.98,0.96
2007-11-23,3.15,0.86,0.96
2007-11-26,3.06,0.77,0.96
2007-11-27,3.08,0.87,0.96
2007-11-28,2.98,1.05,0.96
2007-11-29,2.92,1.02,0.96
2007-11-30,3.08,0.89,0.96
2007-12-01,3.08,0.89,1.16
2007-12-03,2.99,0.9,1.16
2007-12-04,3.0,0.89,1.16
2007-12-05,3.0,0.92,1.16
2007-12-06,3.02,1.0,1.16
2007-12-07,3.04,1.08,1.16
2007-12-10,2.98,1.17,1.16
2007-12-11,2.87,1.11,1.16
2007-12-12,2.81,1.24,1.16
2007-12-13,2.8,1.38,1.16
2007-12-14,2.81,1.43,1.16
2007-12-17,3.01,1.19,1.16
2007-12-18,2.98,1.16,1.16
2007-12-19,2.85,1.21,1.16
2007-12-20,2.85,1.19,1.16
2007-12-21,2.92,1.26,1.16
2007-12-24,3.26,0.97,1.16
2007-12-25,3.26,0.97,1.16
2007-12-26,3.24,1.06,1.16
2007-12-27,3.09,1.12,1.16
2007-12-28,3.1,1.01,1.16
2007-12-31,3.29,0.75,1.16
2008-01-01,3.29,0.75,1.21
2008-01-02,3.18,0.73,1.21
2008-01-03,3.16,0.75,1.21
2008-01-04,3.12,0.76,1.21
2008-01-07,3.19,0.67,1.21
2008-01-08,3.17,0.69,1.21
2008-01-09,3.14,0.68,1.21
2008-01-10,3.16,0.75,1.21
2008-01-11,3.02,0.8,1.21
2008-01-14,3.11,0.7,1.21
2008-01-15,3.09,0.63,1.21
2008-01-16,3.06,0.68,1.21
2008-01-17,3.0,0.66,1.21
2008-01-18,2.79,0.87,1.21
2008-01-21,2.79,0.87,1.21
2008-01-22,2.3,1.22,1.21
2008-01-23,2.16,1.35,1.21
2008-01-24,2.32,1.36,1.21
2008-01-25,2.25,1.36,1.21
2008-01-28,2.29,1.32,1.21
2008-01-29,2.23,1.46,1.21
2008-01-30,2.16,1.62,1.21
2008-01-31,1.92,1.75,1.21
2008-02-01,2.06,1.56,1.29
2008-02-04,2.22,1.46,1.29
2008-02-05,2.14,1.47,1.29
2008-02-06,2.05,1.56,1.29
2008-02-07,2.12,1.62,1.29
2008-02-08,2.18,1.46,1.29
2008-02-11,2.25,1.37,1.29
2008-02-12,2.25,1.41,1.29
2008-02-13,2.22,1.48,1.29
2008-02-14,2.26,1.59,1.29
2008-02-15,2.16,1.6,1.29
2008-02-18,2.16,1.6,1.29
2008-02-19,2.23,1.66,1.29
2008-02-20,2.2,1.73,1.29
2008-02-21,2.15,1.62,1.29
2008-02-22,2.15,1.64,1.29
2008-02-25,2.15,1.76,1.29
2008-02-26,2.09,1.79,1.29
2008-02-27,1.94,1.91,1.29
2008-02-28,1.86,1.85,1.29
2008-02-29,1.81,1.72,1.29
2008-03-01,1.81,1.72,1.38
2008-03-03,1.67,1.87,1.38
2008-03-04,1.63,2.0,1.38
2008-03-05,1.5,2.2,1.38
2008-03-06,1.37,2.25,1.38
2008-03-07,1.42,2.14,1.38
2008-03-10,1.33,2.13,1.38
2008-03-11,1.45,2.15,1.38
2008-03-12,1.45,2.04,1.38
2008-03-13,1.33,2.23,1.38
2008-03-14,1.16,2.28,1.38
2008-03-17,1.09,2.25,1.38
2008-03-18,0.91,2.57,1.38
2008-03-19,0.6,2.78,1.38
2008-03-20,0.62,2.72,1.38
2008-03-21,0.62,2.72,1.38
2008-03-24,1.23,2.33,1.38
2008-03-25,1.27,2.24,1.38
2008-03-26,1.27,2.24,1.38
2008-03-27,1.28,2.28,1.38
2008-03-28,1.31,2.16,1.38
2008-03-31,1.36,2.09,1.38
2008-04-01,1.38,2.19,1.42
2008-04-02,1.39,2.21,1.42
2008-04-03,1.38,2.23,1.42
2008-04-04,1.33,2.17,1.42
2008-04-07,1.43,2.14,1.42
2008-04-08,1.39,2.19,1.42
2008-04-09,1.29,2.2,1.42
2008-04-10,1.25,2.3,1.42
2008-04-11,1.17,2.32,1.42
2008-04-14,1.07,2.46,1.42
2008-04-15,1.09,2.51,1.42
2008-04-16,1.11,2.61,1.42
2008-04-17,1.21,2.54,1.42
2008-04-18,1.32,2.45,1.42
2008-04-21,1.33,2.42,1.42
2008-04-22,1.26,2.48,1.42
2008-04-23,1.24,2.53,1.42
2008-04-24,1.24,2.63,1.42
2008-04-25,1.31,2.6,1.42
2008-04-28,1.42,2.44,1.42
2008-04-29,1.44,2.41,1.42
2008-04-30,1.41,2.36,1.42
2008-05-01,1.42,2.36,1.36
2008-05-02,1.47,2.42,1.36
2008-05-05,1.51,2.37,1.36
2008-05-06,1.6,2.33,1.36
2008-05-07,1.64,2.23,1.36
2008-05-08,1.63,2.16,1.36
2008-05-09,1.66,2.11,1.36
2008-05-12,1.74,2.04,1.36
2008-05-13,1.8,2.1,1.36
2008-05-14,1.79,2.13,1.36
2008-05-15,1.8,2.03,1.36
2008-05-16,1.81,2.04,1.36
2008-05-19,1.79,2.04,1.36
2008-05-20,1.83,1.95,1.36
2008-05-21,1.83,1.98,1.36
2008-05-22,1.83,2.09,1.36
2008-05-23,1.82,2.03,1.36
2008-05-26,1.82,2.03,1.36
2008-05-27,1.86,2.07,1.36
2008-05-28,1.86,2.17,1.36
2008-05-29,1.87,2.21,1.36
2008-05-30,1.85,2.21,1.36
2008-06-01,1.85,2.21,1.39
2008-06-02,1.82,2.16,1.39
2008-06-03,1.82,2.1,1.39
2008-06-04,1.81,2.17,1.39
2008-06-05,1.82,2.24,1.39
2008-06-06,1.81,2.13,1.39
2008-06-09,1.86,2.16,1.39
2008-06-10,1.98,2.13,1.39
2008-06-11,1.92,2.18,1.39
2008-06-12,1.96,2.27,1.39
2008-06-13,1.95,2.32,1.39
2008-06-16,2.04,2.21,1.39
2008-06-17,1.96,2.27,1.39
2008-06-18,1.89,2.27,1.39
2008-06-19,1.87,2.35,1.39
2008-06-20,1.83,2.33,1.39
2008-06-23,1.85,2.34,1.39
2008-06-24,1.8,2.3,1.39
2008-06-25,1.78,2.34,1.39
2008-06-26,1.7,2.37,1.39
2008-06-27,1.64,2.35,1.39
2008-06-30,1.87,2.12,1.39
2008-07-01,1.84,2.17,1.49
2008-07-02,1.79,2.2,1.49
2008-07-03,1.81,2.18,1.49
2008-07-04,1.81,2.18,1.49
2008-07-07,1.84,2.11,1.49
2008-07-08,1.83,2.08,1.49
2008-07-09,1.79,2.06,1.49
2008-07-10,1.64,2.19,1.49
2008-07-11,1.58,2.38,1.49
2008-07-14,1.5,2.4,1.49
2008-07-15,1.37,2.5,1.49
2008-07-16,1.35,2.62,1.49
2008-07-17,1.4,2.67,1.49
2008-07-18,1.45,2.66,1.49
2008-07-21,1.46,2.63,1.49
2008-07-22,1.52,2.62,1.49
2008-07-23,1.56,2.6,1.49
2008-07-24,1.62,2.41,1.49
2008-07-25,1.71,2.42,1.49
2008-07-28,1.7,2.36,1.49
2008-07-29,1.69,2.4,1.49
2008-07-30,1.67,2.4,1.49
2008-07-31,1.65,2.34,1.49
2008-08-01,1.63,2.34,1.51
2008-08-04,1.72,2.26,1.51
2008-08-05,1.72,2.32,1.51
2008-08-06,1.61,2.45,1.51
2008-08-07,1.63,2.29,1.51
2008-08-08,1.67,2.27,1.51
2008-08-11,1.84,2.15,1.51
2008-08-12,1.83,2.08,1.51
2008-08-13,1.82,2.12,1.51
2008-08-14,1.85,2.04,1.51
2008-08-15,1.81,2.03,1.51
2008-08-18,1.79,2.03,1.51
2008-08-19,1.77,2.06,1.51
2008-08-20,1.68,2.11,1.51
2008-08-21,1.69,2.15,1.51
2008-08-22,1.67,2.2,1.51
2008-08-25,1.71,2.08,1.51
2008-08-26,1.68,2.11,1.51
2008-08-27,1.64,2.13,1.51
2008-08-28,1.71,2.08,1.51
2008-08-29,1.69,2.14,1.51
2008-09-01,1.69,2.14,1.66
2008-09-02,1.69,2.05,1.66
2008-09-03,1.67,2.04,1.66
2008-09-04,1.66,1.98,1.66
2008-09-05,1.65,2.01,1.66
2008-09-08,1.69,1.97,1.66
2008-09-09,1.63,1.99,1.66
2008-09-10,1.62,2.03,1.66
2008-09-11,1.58,2.06,1.66
2008-09-12,1.46,2.28,1.66
2008-09-15,1.03,2.44,1.66
2008-09-16,0.84,2.64,1.66
2008-09-17,0.03,3.38,1.66
2008-09-18,0.23,3.31,1.66
2008-09-19,0.97,2.81,1.66
2008-09-22,1.29,2.54,1.66
2008-09-23,0.81,3.04,1.66
2008-09-24,0.5,3.3,1.66
2008-09-25,0.75,3.13,1.66
2008-09-26,0.86,2.99,1.66
2008-09-29,0.96,2.65,1.66
2008-09-30,0.9,2.95,1.66
2008-10-01,0.84,2.93,2.6
2008-10-02,0.62,3.04,2.6
2008-10-03,0.5,3.13,2.6
2008-10-06,0.54,2.94,2.6
2008-10-07,0.81,2.69,2.6
2008-10-08,0.67,3.05,2.6
2008-10-09,0.58,3.26,2.6
2008-10-10,0.24,3.65,2.6
2008-10-13,0.24,3.65,2.6
2008-10-14,0.34,3.74,2.6
2008-10-15,0.22,3.82,2.6
2008-10-16,0.45,3.54,2.6
2008-10-17,0.8,3.18,2.6
2008-10-20,1.24,2.67,2.6
2008-10-21,1.09,2.67,2.6
2008-10-22,1.03,2.62,2.6
2008-10-23,0.96,2.67,2.6
2008-10-24,0.86,2.9,2.6
2008-10-27,0.84,2.95,2.6
2008-10-28,0.76,3.13,2.6
2008-10-29,0.61,3.32,2.6
2008-10-30,0.4,3.6,2.6
2008-10-31,0.44,3.57,2.6
2008-11-01,0.44,3.57,3.09
2008-11-03,0.49,3.47,3.09
2008-11-04,0.48,3.33,3.09
2008-11-05,0.39,3.34,3.09
2008-11-06,0.31,3.44,3.09
2008-11-07,0.3,3.53,3.09
2008-11-10,0.29,3.53,3.09
2008-11-11,0.29,3.53,3.09
2008-11-12,0.18,3.57,3.09
2008-11-13,0.21,3.63,3.09
2008-11-14,0.14,3.58,3.09
2008-11-17,0.12,3.56,3.09
2008-11-18,0.12,3.41,3.09
2008-11-19,0.07,3.31,3.09
2008-11-20,0.03,3.07,3.09
2008-11-21,0.02,3.18,3.09
2008-11-24,0.13,3.22,3.09
2008-11-25,0.1,3.01,3.09
2008-11-26,0.05,2.94,3.09
2008-11-27,0.05,2.94,3.09
2008-11-28,0.01,2.92,3.09
2008-12-01,0.07,2.65,3.38
2008-12-02,0.06,2.62,3.38
2008-12-03,0.02,2.65,3.38
2008-12-04,0.02,2.53,3.38
2008-12-05,0.02,2.65,3.38
2008-12-08,0.03,2.74,3.38
2008-12-09,0.03,2.64,3.38
2008-12-10,0.0,2.69,3.38
2008-12-11,0.01,2.63,3.38
2008-12-12,0.02,2.58,3.38
2008-12-15,0.04,2.49,3.38
2008-12-16,0.04,2.33,3.38
2008-12-17,0.05,2.15,3.38
2008-12-18,0.0,2.08,3.38
2008-12-19,0.02,2.11,3.38
2008-12-22,0.01,2.15,3.38
2008-12-23,0.02,2.16,3.38
2008-12-24,0.0,2.2,3.38
2008-12-25,0.0,2.2,3.38
2008-12-26,0.03,2.13,3.38
2008-12-29,0.06,2.07,3.38
2008-12-30,0.1,2.01,3.38
2008-12-31,0.11,2.14,3.38
2009-01-01,0.11,2.14,3.09
2009-01-02,0.08,2.38,3.09
2009-01-05,0.14,2.35,3.09
2009-01-06,0.14,2.37,3.09
2009-01-07,0.11,2.41,3.09
2009-01-08,0.09,2.38,3.09
2009-01-09,0.07,2.36,3.09
2009-01-12,0.12,2.22,3.09
2009-01-13,0.11,2.22,3.09
2009-01-14,0.12,2.12,3.09
2009-01-15,0.11,2.12,3.09
2009-01-16,0.12,2.24,3.09
2009-01-19,0.12,2.24,3.09
2009-01-20,0.13,2.27,3.09
2009-01-21,0.11,2.45,3.09
2009-01-22,0.1,2.52,3.09
2009-01-23,0.11,2.54,3.09
2009-01-26,0.15,2.55,3.09
2009-01-27,0.13,2.46,3.09
2009-01-28,0.19,2.52,3.09
2009-01-29,0.23,2.64,3.09
2009-01-30,0.24,2.63,3.09
2009-02-01,0.24,2.63,2.81
2009-02-02,0.27,2.49,2.81
2009-02-03,0.32,2.57,2.81
2009-02-04,0.3,2.65,2.81
2009-02-05,0.29,2.66,2.81
2009-02-06,0.28,2.77,2.81
2009-02-09,0.32,2.75,2.81
2009-02-10,0.31,2.59,2.81
2009-02-11,0.3,2.48,2.81
2009-02-12,0.29,2.46,2.81
2009-02-13,0.29,2.6,2.81
2009-02-16,0.29,2.6,2.81
2009-02-17,0.32,2.32,2.81
2009-02-18,0.31,2.43,2.81
2009-02-19,0.3,2.55,2.81
2009-02-20,0.27,2.51,2.81
2009-02-23,0.3,2.48,2.81
2009-02-24,0.32,2.48,2.81
2009-02-25,0.3,2.65,2.81
2009-02-26,0.27,2.71,2.81
2009-02-27,0.26,2.76,2.81
2009-03-01,0.26,2.76,2.92
2009-03-02,0.28,2.63,2.92
