,TBL,TMS,DFY
2001-06-05,3.55,1.74,0.79
2001-06-06,3.54,1.73,0.79
2001-06-07,3.55,1.78,0.79
2001-06-08,3.56,1.82,0.79
2001-06-11,3.52,1.8,0.79
2001-06-12,3.48,1.79,0.79
2001-06-13,3.47,1.81,0.79
2001-06-14,3.48,1.78,0.79
2001-06-15,3.44,1.83,0.79
2001-06-18,3.44,1.83,0.79
2001-06-19,3.43,1.83,0.79
2001-06-20,3.41,1.83,0.79
2001-06-21,3.43,1.79,0.79
2001-06-22,3.37,1.77,0.79
2001-06-25,3.38,1.78,0.79
2001-06-26,3.38,1.86,0.79
2001-06-27,3.44,1.82,0.79
2001-06-28,3.56,1.79,0.79
2001-06-29,3.57,1.85,0.79
2001-07-01,3.57,1.85,0.84
2001-07-02,3.59,1.78,0.84
2001-07-03,3.58,1.83,0.84
2001-07-04,3.58,1.83,0.84
2001-07-05,3.57,1.87,0.84
2001-07-06,3.55,1.86,0.84
2001-07-09,3.57,1.8,0.84
2001-07-10,3.55,1.77,0.84
2001-07-11,3.5,1.81,0.84
2001-07-12,3.52,1.75,0.84
2001-07-13,3.54,1.73,0.84
2001-07-16,3.56,1.65,0.84
2001-07-17,3.53,1.69,0.84
2001-07-18,3.46,1.66,0.84
2001-07-19,3.47,1.66,0.84
2001-07-20,3.45,1.7,0.84
2001-07-23,3.48,1.65,0.84
2001-07-24,3.48,1.65,0.84
2001-07-25,3.48,1.72,0.84
2001-07-26,3.48,1.71,0.84
2001-07-27,3.47,1.66,0.84
2001-07-30,3.49,1.62,0.84
2001-07-31,3.46,1.61,0.84
2001-08-01,3.45,1.66,0.83
2001-08-02,3.45,1.72,0.83
2001-08-03,3.44,1.76,0.83
2001-08-06,3.44,1.75,0.83
2001-08-07,3.44,1.76,0.83
2001-08-08,3.41,1.58,0.83
2001-08-09,3.38,1.66,0.83
2001-08-10,3.36,1.63,0.83
2001-08-13,3.37,1.6,0.83
2001-08-14,3.35,1.62,0.83
2001-08-15,3.35,1.65,0.83
2001-08-16,3.32,1.63,0.83
2001-08-17,3.29,1.55,0.83
2001-08-20,3.34,1.57,0.83
2001-08-21,3.31,1.56,0.83
2001-08-22,3.31,1.6,0.83
2001-08-23,3.33,1.56,0.83
2001-08-24,3.35,1.58,0.83
2001-08-27,3.37,1.57,0.83
2001-08-28,3.33,1.52,0.83
2001-08-29,3.34,1.44,0.83
2001-08-30,3.29,1.5,0.83
2001-08-31,3.3,1.55,0.83
2001-09-01,3.3,1.55,0.86
2001-09-03,3.3,1.55,0.86
2001-09-04,3.36,1.63,0.86
2001-09-05,3.33,1.64,0.86
2001-09-06,3.27,1.59,0.86
2001-09-07,3.2,1.6,0.86
2001-09-10,3.19,1.65,0.86
2001-09-11,3.19,1.65,0.86
2001-09-12,3.19,1.65,0.86
2001-09-13,2.68,1.96,0.86
2001-09-14,2.59,1.98,0.86
2001-09-17,2.54,2.09,0.86
2001-09-18,2.43,2.29,0.86
2001-09-19,2.15,2.54,0.86
2001-09-20,2.18,2.57,0.86
2001-09-21,2.21,2.49,0.86
2001-09-24,2.33,2.4,0.86
2001-09-25,2.35,2.37,0.86
2001-09-26,2.33,2.32,0.86
2001-09-27,2.33,2.25,0.86
2001-09-28,2.35,2.25,0.86
2001-10-01,2.32,2.23,0.88
2001-10-02,2.22,2.31,0.88
2001-10-03,2.19,2.31,0.88
2001-10-04,2.17,2.36,0.88
2001-10-05,2.15,2.37,0.88
2001-10-08,2.15,2.37,0.88
2001-10-09,2.18,2.44,0.88
2001-10-10,2.18,2.43,0.88
2001-10-11,2.23,2.46,0.88
2001-10-12,2.21,2.47,0.88
2001-10-15,2.21,2.41,0.88
2001-10-16,2.18,2.41,0.88
2001-10-17,2.18,2.41,0.88
2001-10-18,2.15,2.43,0.88
2001-10-19,2.15,2.48,0.88
2001-10-22,2.18,2.45,0.88
2001-10-23,2.16,2.5,0.88
2001-10-24,2.13,2.48,0.88
2001-10-25,2.1,2.46,0.88
2001-10-26,2.1,2.43,0.88
2001-10-29,2.05,2.45,0.88
2001-10-30,2.01,2.43,0.88
2001-10-31,2.01,2.29,0.88
2001-11-01,2.02,2.22,0.84
2001-11-02,1.97,2.4,0.84
2001-11-05,1.97,2.34,0.84
2001-11-06,1.82,2.48,0.84
2001-11-07,1.77,2.45,0.84
2001-11-08,1.81,2.51,0.84
2001-11-09,1.8,2.54,0.84
2001-11-12,1.8,2.54,0.84
2001-11-13,1.81,2.6,0.84
2001-11-14,1.84,2.7,0.84
2001-11-15,1.88,2.91,0.84
2001-11-16,1.91,3.0,0.84
2001-11-19,1.9,2.9,0.84
2001-11-20,1.91,2.97,0.84
2001-11-21,1.92,3.06,0.84
2001-11-22,1.92,3.06,0.84
2001-11-23,1.91,3.13,0.84
2001-11-26,1.94,3.11,0.84
2001-11-27,1.88,3.1,0.84
2001-11-28,1.84,3.14,0.84
2001-11-29,1.77,3.02,0.84
2001-11-30,1.75,3.03,0.84
2001-12-01,1.75,3.03,1.28
2001-12-03,1.75,3.0,1.28
2001-12-04,1.71,2.99,1.28
2001-12-05,1.74,3.18,1.28
2001-12-06,1.72,3.32,1.28
2001-12-07,1.66,3.54,1.28
2001-12-10,1.68,3.49,1.28
2001-12-11,1.63,3.5,1.28
2001-12-12,1.64,3.38,1.28
2001-12-13,1.66,3.47,1.28
2001-12-14,1.7,3.54,1.28
2001-12-17,1.71,3.55,1.28
2001-12-18,1.68,3.48,1.28
2001-12-19,1.66,3.42,1.28
2001-12-20,1.66,3.42,1.28
2001-12-21,1.68,3.44,1.28
2001-12-24,1.69,3.49,1.28
2001-12-25,1.69,3.49,1.28
2001-12-26,1.72,3.5,1.28
2001-12-27,1.71,3.42,1.28
2001-12-28,1.69,3.46,1.28
2001-12-31,1.71,3.36,1.28
2002-01-01,1.71,3.36,1.32
2002-01-02,1.71,3.49,1.32
2002-01-03,1.7,3.46,1.32
2002-01-04,1.69,3.49,1.32
2002-01-07,1.66,3.43,1.32
2002-01-08,1.65,3.45,1.32
2002-01-09,1.65,3.45,1.32
2002-01-10,1.65,3.35,1.32
2002-01-11,1.55,3.37,1.32
2002-01-14,1.55,3.36,1.32
2002-01-15,1.57,3.31,1.32
2002-01-16,1.58,3.3,1.32
2002-01-17,1.61,3.37,1.32
2002-01-18,1.59,3.35,1.32
2002-01-21,1.59,3.35,1.32
2002-01-22,1.66,3.3,1.32
2002-01-23,1.68,3.37,1.32
2002-01-24,1.69,3.38,1.32
2002-01-25,1.69,3.41,1.32
2002-01-28,1.7,3.42,1.32
2002-01-29,1.69,3.33,1.32
2002-01-30,1.72,3.3,1.32
2002-01-31,1.73,3.34,1.32
2002-02-01,1.73,3.29,1.38
2002-02-04,1.74,3.2,1.38
2002-02-05,1.73,3.19,1.38
2002-02-06,1.71,3.21,1.38
2002-02-07,1.7,3.23,1.38
2002-02-08,1.7,3.2,1.38
2002-02-11,1.7,3.21,1.38
2002-02-12,1.72,3.25,1.38
2002-02-13,1.73,3.28,1.38
2002-02-14,1.72,3.23,1.38
2002-02-15,1.71,3.15,1.38
2002-02-18,1.71,3.15,1.38
2002-02-19,1.71,3.17,1.38
2002-02-20,1.73,3.15,1.38
2002-02-21,1.73,3.15,1.38
2002-02-22,1.73,3.11,1.38
2002-02-25,1.74,3.12,1.38
2002-02-26,1.74,3.19,1.38
2002-02-27,1.74,3.1,1.38
2002-02-28,1.76,3.12,1.38
2002-03-01,1.74,3.24,1.3
2002-03-04,1.76,3.26,1.3
2002-03-05,1.77,3.25,1.3
2002-03-06,1.75,3.31,1.3
2002-03-07,1.75,3.47,1.3
2002-03-08,1.77,3.56,1.3
2002-03-11,1.8,3.53,1.3
2002-03-12,1.81,3.51,1.3
2002-03-13,1.79,3.49,1.3
2002-03-14,1.82,3.58,1.3
2002-03-15,1.82,3.53,1.3
2002-03-18,1.83,3.49,1.3
2002-03-19,1.82,3.51,1.3
2002-03-20,1.81,3.59,1.3
2002-03-21,1.8,3.59,1.3
2002-03-22,1.8,3.6,1.3
2002-03-25,1.79,3.62,1.3
2002-03-26,1.78,3.57,1.3
2002-03-27,1.78,3.57,1.3
2002-03-28,1.76,3.66,1.3
2002-03-29,1.76,3.66,1.3
2002-04-01,1.75,3.69,1.27
2002-04-02,1.77,3.59,1.27
2002-04-03,1.76,3.54,1.27
2002-04-04,1.75,3.53,1.27
2002-04-05,1.73,3.49,1.27
2002-04-08,1.72,3.53,1.27
2002-04-09,1.7,3.52,1.27
2002-04-10,1.68,3.56,1.27
2002-04-11,1.69,3.53,1.27
2002-04-12,1.68,3.5,1.27
2002-04-15,1.68,3.47,1.27
2002-04-16,1.71,3.49,1.27
2002-04-17,1.7,3.54,1.27
2002-04-18,1.69,3.54,1.27
2002-04-19,1.7,3.51,1.27
2002-04-22,1.69,3.5,1.27
2002-04-23,1.7,3.48,1.27
2002-04-24,1.69,3.42,1.27
2002-04-25,1.71,3.39,1.27
2002-04-26,1.72,3.36,1.27
2002-04-29,1.74,3.39,1.27
2002-04-30,1.74,3.37,1.27
2002-05-01,1.74,3.34,1.34
2002-05-02,1.74,3.39,1.34
2002-05-03,1.73,3.35,1.34
2002-05-06,1.73,3.37,1.34
2002-05-07,1.73,3.36,1.34
2002-05-08,1.73,3.51,1.34
2002-05-09,1.74,3.46,1.34
2002-05-10,1.74,3.41,1.34
2002-05-13,1.74,3.49,1.34
2002-05-14,1.75,3.57,1.34
2002-05-15,1.73,3.55,1.34
2002-05-16,1.72,3.48,1.34
2002-05-17,1.73,3.54,1.34
2002-05-20,1.72,3.49,1.34
2002-05-21,1.72,3.46,1.34
2002-05-22,1.71,3.42,1.34
2002-05-23,1.71,3.45,1.34
2002-05-24,1.71,3.45,1.34
2002-05-27,1.71,3.45,1.34
2002-05-28,1.73,3.43,1.34
2002-05-29,1.72,3.39,1.34
2002-05-30,1.72,3.34,1.34
2002-05-31,1.71,3.37,1.34
2002-06-01,1.71,3.37,1.32
2002-06-03,1.72,3.34,1.32
2002-06-04,1.73,3.31,1.32
2002-06-05,1.72,3.36,1.32
2002-06-06,1.71,3.33,1.32
2002-06-07,1.71,3.39,1.32
2002-06-10,1.72,3.35,1.32
2002-06-11,1.72,3.3,1.32
2002-06-12,1.71,3.27,1.32
2002-06-13,1.69,3.25,1.32
2002-06-14,1.68,3.15,1.32
2002-06-17,1.7,3.19,1.32
2002-06-18,1.7,3.18,1.32
2002-06-19,1.68,3.08,1.32
2002-06-20,1.7,3.15,1.32
2002-06-21,1.69,3.1,1.32
2002-06-24,1.7,3.17,1.32
2002-06-25,1.7,3.18,1.32
2002-06-26,1.67,3.08,1.32
2002-06-27,1.67,3.17,1.32
2002-06-28,1.67,3.19,1.32
2002-07-01,1.68,3.17,1.37
2002-07-02,1.69,3.08,1.37
2002-07-03,1.69,3.09,1.37
2002-07-04,1.69,3.09,1.37
2002-07-05,1.69,3.21,1.37
2002-07-08,1.7,3.14,1.37
2002-07-09,1.69,3.09,1.37
2002-07-10,1.69,2.97,1.37
2002-07-11,1.69,2.97,1.37
2002-07-12,1.68,2.95,1.37
2002-07-15,1.68,2.98,1.37
2002-07-16,1.69,3.06,1.37
2002-07-17,1.69,3.02,1.37
2002-07-18,1.69,2.97,1.37
2002-07-19,1.68,2.93,1.37
2002-07-22,1.68,2.83,1.37
2002-07-23,1.67,2.8,1.37
2002-07-24,1.66,2.83,1.37
2002-07-25,1.67,2.76,1.37
2002-07-26,1.66,2.77,1.37
2002-07-29,1.69,2.93,1.37
2002-07-30,1.69,2.96,1.37
2002-07-31,1.68,2.83,1.37
2002-08-01,1.65,2.82,1.21
2002-08-02,1.6,2.73,1.21
2002-08-05,1.61,2.68,1.21
2002-08-06,1.62,2.8,1.21
2002-08-07,1.56,2.79,1.21
2002-08-08,1.59,2.81,1.21
2002-08-09,1.59,2.68,1.21
2002-08-12,1.64,2.58,1.21
2002-08-13,1.6,2.52,1.21
2002-08-14,1.61,2.45,1.21
2002-08-15,1.59,2.58,1.21
2002-08-16,1.59,2.73,1.21
2002-08-19,1.63,2.66,1.21
2002-08-20,1.59,2.58,1.21
2002-08-21,1.6,2.6,1.21
2002-08-22,1.62,2.68,1.21
2002-08-23,1.62,2.63,1.21
2002-08-26,1.64,2.58,1.21
2002-08-27,1.65,2.64,1.21
2002-08-28,1.64,2.58,1.21
2002-08-29,1.65,2.51,1.21
2002-08-30,1.66,2.48,1.21
2002-09-01,1.66,2.48,1.25
2002-09-02,1.66,2.48,1.25
2002-09-03,1.61,2.37,1.25
2002-09-04,1.6,2.36,1.25
2002-09-05,1.58,2.33,1.25
2002-09-06,1.63,2.42,1.25
2002-09-09,1.66,2.39,1.25
2002-09-10,1.65,2.35,1.25
2002-09-11,1.66,2.41,1.25
2002-09-12,1.66,2.32,1.25
2002-09-13,1.66,2.26,1.25
2002-09-16,1.68,2.22,1.25
2002-09-17,1.67,2.2,1.25
2002-09-18,1.65,2.21,1.25
2002-09-19,1.62,2.17,1.25
2002-09-20,1.62,2.17,1.25
2002-09-23,1.62,2.08,1.25
2002-09-24,1.62,2.07,1.25
2002-09-25,1.63,2.14,1.25
2002-09-26,1.62,2.17,1.25
2002-09-27,1.6,2.09,1.25
2002-09-30,1.54,2.09,1.25
2002-10-01,1.56,2.16,1.41
2002-10-02,1.55,2.16,1.41
2002-10-03,1.54,2.16,1.41
2002-10-04,1.58,2.11,1.41
2002-10-07,1.6,2.04,1.41
2002-10-08,1.58,2.07,1.41
2002-10-09,1.54,2.07,1.41
2002-10-10,1.55,2.13,1.41
2002-10-11,1.55,2.28,1.41
2002-10-14,1.55,2.28,1.41
2002-10-15,1.65,2.42,1.41
2002-10-16,1.63,2.43,1.41
2002-10-17,1.64,2.52,1.41
2002-10-18,1.64,2.5,1.41
2002-10-21,1.68,2.56,1.41
2002-10-22,1.66,2.61,1.41
2002-10-23,1.65,2.61,1.41
2002-10-24,1.62,2.54,1.41
2002-10-25,1.61,2.51,1.41
2002-10-28,1.56,2.54,1.41
2002-10-29,1.48,2.49,1.41
2002-10-30,1.48,2.51,1.41
2002-10-31,1.42,2.51,1.41
2002-11-01,1.41,2.6,1.31
2002-11-04,1.41,2.66,1.31
2002-11-05,1.4,2.7,1.31
2002-11-06,1.21,2.88,1.31
2002-11-07,1.2,2.68,1.31
2002-11-08,1.2,2.65,1.31
2002-11-11,1.2,2.65,1.31
2002-11-12,1.2,2.64,1.31
2002-11-13,1.19,2.65,1.31
2002-11-14,1.2,2.83,1.31
2002-11-15,1.2,2.85,1.31
2002-11-18,1.21,2.81,1.31
2002-11-19,1.19,2.8,1.31
2002-11-20,1.2,2.88,1.31
2002-11-21,1.2,2.94,1.31
2002-11-22,1.21,2.97,1.31
2002-11-25,1.22,2.97,1.31
2002-11-26,1.2,2.88,1.31
2002-11-27,1.21,3.05,1.31
2002-11-28,1.21,3.05,1.31
2002-11-29,1.2,3.02,1.31
2002-12-01,1.2,3.02,1.24
2002-12-02,1.22,3.0,1.24
2002-12-03,1.21,3.03,1.24
2002-12-04,1.2,2.98,1.24
2002-12-05,1.2,2.93,1.24
2002-12-06,1.19,2.9,1.24
2002-12-09,1.21,2.85,1.24
2002-12-10,1.19,2.87,1.24
2002-12-11,1.19,2.82,1.24
2002-12-12,1.19,2.82,1.24
2002-12-13,1.19,2.88,1.24
2002-12-16,1.21,2.94,1.24
2002-12-17,1.2,2.93,1.24
2002-12-18,1.19,2.87,1.24
2002-12-19,1.19,2.77,1.24
2002-12-20,1.19,2.78,1.24
2002-12-23,1.17,2.81,1.24
2002-12-24,1.17,2.78,1.24
2002-12-25,1.17,2.78,1.24
2002-12-26,1.16,2.77,1.24
2002-12-27,1.14,2.69,1.24
2002-12-30,1.2,2.62,1.24
2002-12-31,1.2,2.63,1.24
2003-01-01,1.2,2.63,1.18
2003-01-02,1.2,2.87,1.18
2003-01-03,1.2,2.85,1.18
2003-01-06,1.19,2.9,1.18
2003-01-07,1.17,2.87,1.18
2003-01-08,1.17,2.83,1.18
2003-01-09,1.18,3.01,1.18
2003-01-10,1.18,2.98,1.18
2003-01-13,1.19,2.96,1.18
2003-01-14,1.17,2.93,1.18
2003-01-15,1.18,2.92,1.18
2003-01-16,1.16,2.94,1.18
2003-01-17,1.16,2.89,1.18
2003-01-20,1.16,2.89,1.18
2003-01-21,1.17,2.84,1.18
2003-01-22,1.15,2.8,1.18
2003-01-23,1.15,2.83,1.18
2003-01-24,1.14,2.8,1.18
2003-01-27,1.15,2.83,1.18
2003-01-28,1.16,2.84,1.18
2003-01-29,1.16,2.9,1.18
2003-01-30,1.16,2.84,1.18
2003-01-31,1.16,2.84,1.18
2003-02-01,1.16,2.84,1.11
2003-02-03,1.16,2.85,1.11
2003-02-04,1.14,2.82,1.11
2003-02-05,1.16,2.86,1.11
2003-02-06,1.15,2.82,1.11
2003-02-07,1.15,2.81,1.11
2003-02-10,1.15,2.84,1.11
2003-02-11,1.16,2.82,1.11
2003-02-12,1.16,2.77,1.11
2003-02-13,1.15,2.74,1.11
2003-02-14,1.16,2.79,1.11
2003-02-17,1.16,2.79,1.11
2003-02-18,1.17,2.77,1.11
2003-02-19,1.16,2.72,1.11
2003-02-20,1.17,2.68,1.11
2003-02-21,1.17,2.73,1.11
2003-02-24,1.19,2.67,1.11
2003-02-25,1.18,2.63,1.11
2003-02-26,1.19,2.59,1.11
2003-02-27,1.19,2.57,1.11
2003-02-28,1.18,2.53,1.11
2003-03-01,1.18,2.53,1.06
2003-03-03,1.18,2.5,1.06
2003-03-04,1.17,2.48,1.06
2003-03-05,1.16,2.47,1.06
2003-03-06,1.16,2.51,1.06
2003-03-07,1.1,2.53,1.06
2003-03-10,1.06,2.53,1.06
2003-03-11,1.08,2.52,1.06
2003-03-12,1.08,2.52,1.06
2003-03-13,1.1,2.64,1.06
2003-03-14,1.11,2.61,1.06
2003-03-17,1.13,2.69,1.06
2003-03-18,1.12,2.79,1.06
2003-03-19,1.14,2.84,1.06
2003-03-20,1.15,2.86,1.06
2003-03-21,1.16,2.95,1.06
2003-03-24,1.15,2.83,1.06
2003-03-25,1.16,2.81,1.06
2003-03-26,1.16,2.8,1.06
2003-03-27,1.14,2.81,1.06
2003-03-28,1.12,2.8,1.06
2003-03-31,1.12,2.71,1.06
2003-04-01,1.1,2.74,1.11
2003-04-02,1.11,2.83,1.11
2003-04-03,1.09,2.84,1.11
2003-04-04,1.09,2.87,1.11
2003-04-07,1.15,2.88,1.11
2003-04-08,1.13,2.82,1.11
2003-04-09,1.11,2.82,1.11
2003-04-10,1.12,2.83,1.11
2003-04-11,1.15,2.85,1.11
2003-04-14,1.18,2.86,1.11
2003-04-15,1.16,2.82,1.11
2003-04-16,1.15,2.81,1.11
2003-04-17,1.16,2.82,1.11
2003-04-18,1.16,2.82,1.11
2003-04-21,1.16,2.84,1.11
2003-04-22,1.16,2.85,1.11
2003-04-23,1.15,2.87,1.11
2003-04-24,1.13,2.8,1.11
2003-04-25,1.12,2.79,1.11
2003-04-28,1.12,2.8,1.11
2003-04-29,1.13,2.83,1.11
2003-04-30,1.11,2.78,1.11
2003-05-01,1.08,2.8,1.16
2003-05-02,1.1,2.84,1.16
2003-05-05,1.11,2.81,1.16
2003-05-06,1.08,2.76,1.16
2003-05-07,1.09,2.63,1.16
2003-05-08,1.07,2.63,1.16
2003-05-09,1.09,2.6,1.16
2003-05-12,1.08,2.56,1.16
2003-05-13,1.07,2.56,1.16
2003-05-14,1.04,2.49,1.16
2003-05-15,1.04,2.49,1.16
2003-05-16,1.03,2.43,1.16
2003-05-19,1.03,2.43,1.16
2003-05-20,1.02,2.36,1.16
2003-05-21,1.04,2.35,1.16
2003-05-22,1.06,2.28,1.16
2003-05-23,1.06,2.28,1.16
2003-05-26,1.06,2.28,1.16
2003-05-27,1.07,2.34,1.16
2003-05-28,1.1,2.34,1.16
2003-05-29,1.08,2.26,1.16
2003-05-30,1.09,2.28,1.16
2003-06-01,1.09,2.28,1.22
2003-06-02,1.12,2.31,1.22
2003-06-03,1.06,2.28,1.22
2003-06-04,1.03,2.27,1.22
2003-06-05,1.02,2.32,1.22
2003-06-06,1.03,2.34,1.22
2003-06-09,1.01,2.28,1.22
2003-06-10,0.95,2.25,1.22
2003-06-11,0.92,2.29,1.22
2003-06-12,0.9,2.28,1.22
2003-06-13,0.84,2.29,1.22
2003-06-16,0.85,2.33,1.22
2003-06-17,0.88,2.39,1.22
2003-06-18,0.87,2.5,1.22
2003-06-19,0.8,2.55,1.22
2003-06-20,0.81,2.59,1.22
2003-06-23,0.83,2.49,1.22
2003-06-24,0.81,2.48,1.22
2003-06-25,0.9,2.48,1.22
2003-06-26,0.89,2.66,1.22
2003-06-27,0.85,2.73,1.22
2003-06-30,0.89,2.65,1.22
2003-07-01,0.87,2.69,1.13
2003-07-02,0.85,2.71,1.13
2003-07-03,0.85,2.82,1.13
2003-07-04,0.85,2.82,1.13
2003-07-07,0.9,2.84,1.13
2003-07-08,0.9,2.85,1.13
2003-07-09,0.88,2.85,1.13
2003-07-10,0.87,2.83,1.13
2003-07-11,0.87,2.79,1.13
2003-07-14,0.89,2.85,1.13
2003-07-15,0.9,3.04,1.13
2003-07-16,0.89,3.08,1.13
2003-07-17,0.88,3.1,1.13
2003-07-18,0.89,3.11,1.13
2003-07-21,0.91,3.28,1.13
2003-07-22,0.91,3.26,1.13
2003-07-23,0.91,3.21,1.13
2003-07-24,0.91,3.29,1.13
2003-07-25,0.91,3.31,1.13
2003-07-28,0.95,3.36,1.13
2003-07-29,0.97,3.45,1.13
2003-07-30,0.96,3.38,1.13
2003-07-31,0.94,3.55,1.13
2003-08-01,0.93,3.51,1.13
2003-08-04,0.95,3.4,1.13
2003-08-05,0.94,3.53,1.13
2003-08-06,0.93,3.39,1.13
2003-08-07,0.93,3.37,1.13
2003-08-08,0.94,3.33,1.13
2003-08-11,0.94,3.44,1.13
2003-08-12,0.93,3.44,1.13
2003-08-13,0.94,3.64,1.13
2003-08-14,0.94,3.61,1.13
2003-08-15,0.93,3.62,1.13
2003-08-18,0.94,3.55,1.13
2003-08-19,0.94,3.44,1.13
2003-08-20,0.94,3.51,1.13
2003-08-21,0.95,3.58,1.13
2003-08-22,0.96,3.52,1.13
2003-08-25,1.0,3.53,1.13
2003-08-26,0.99,3.51,1.13
2003-08-27,0.98,3.56,1.13
2003-08-28,0.97,3.45,1.13
2003-08-29,0.96,3.49,1.13
2003-09-01,0.96,3.49,1.07
2003-09-02,0.96,3.65,1.07
2003-09-03,0.95,3.65,1.07
2003-09-04,0.95,3.57,1.07
2003-09-05,0.94,3.41,1.07
2003-09-08,0.95,3.46,1.07
2003-09-09,0.94,3.43,1.07
2003-09-10,0.94,3.34,1.07
2003-09-11,0.94,3.41,1.07
2003-09-12,0.94,3.33,1.07
2003-09-15,0.94,3.34,1.07
2003-09-16,0.91,3.38,1.07
2003-09-17,0.93,3.27,1.07
2003-09-18,0.94,3.25,1.07
2003-09-19,0.93,3.24,1.07
2003-09-22,0.94,3.32,1.07
2003-09-23,0.92,3.32,1.07
2003-09-24,0.93,3.23,1.07
2003-09-25,0.92,3.2,1.07
2003-09-26,0.92,3.12,1.07
2003-09-29,0.95,3.14,1.07
2003-09-30,0.93,3.03,1.07
2003-10-01,0.93,3.03,1.03
2003-10-02,0.92,3.11,1.03
2003-10-03,0.92,3.29,1.03
2003-10-06,0.92,3.25,1.03
2003-10-07,0.9,3.37,1.03
2003-10-08,0.89,3.38,1.03
2003-10-09,0.89,3.43,1.03
2003-10-10,0.9,3.39,1.03
2003-10-13,0.9,3.39,1.03
2003-10-14,0.91,3.46,1.03
2003-10-15,0.91,3.52,1.03
2003-10-16,0.91,3.56,1.03
2003-10-17,0.91,3.5,1.03
2003-10-20,0.93,3.48,1.03
2003-10-21,0.91,3.47,1.03
2003-10-22,0.94,3.35,1.03
2003-10-23,0.94,3.4,1.03
2003-10-24,0.93,3.31,1.03
2003-10-27,0.96,3.34,1.03
2003-10-28,0.94,3.29,1.03
2003-10-29,0.94,3.37,1.03
2003-10-30,0.94,3.42,1.03
2003-10-31,0.94,3.39,1.03
2003-11-01,0.94,3.39,1.01
2003-11-03,0.94,3.46,1.01
2003-11-04,0.93,3.4,1.01
2003-11-05,0.94,3.44,1.01
2003-11-06,0.94,3.51,1.01
2003-11-07,0.94,3.54,1.01
2003-11-10,0.95,3.54,1.01
2003-11-11,0.95,3.54,1.01
2003-11-12,0.93,3.51,1.01
2003-11-13,0.92,3.38,1.01
2003-11-14,0.93,3.29,1.01
2003-11-17,0.94,3.24,1.01
2003-11-18,0.94,3.23,1.01
2003-11-19,0.93,3.31,1.01
2003-11-20,0.93,3.23,1.01
2003-11-21,0.92,3.23,1.01
2003-11-24,0.94,3.29,1.01
2003-11-25,0.93,3.26,1.01
2003-11-26,0.92,3.33,1.01
2003-11-27,0.92,3.33,1.01
2003-11-28,0.91,3.43,1.01
2003-12-01,0.93,3.47,0.98
2003-12-02,0.92,3.46,0.98
2003-12-03,0.92,3.49,0.98
2003-12-04,0.91,3.47,0.98
2003-12-05,0.9,3.33,0.98
2003-12-08,0.91,3.38,0.98
2003-12-09,0.91,3.41,0.98
2003-12-10,0.91,3.39,0.98
2003-12-11,0.88,3.39,0.98
2003-12-12,0.89,3.37,0.98
2003-12-15,0.89,3.39,0.98
2003-12-16,0.89,3.35,0.98
2003-12-17,0.88,3.31,0.98
2003-12-18,0.87,3.29,0.98
2003-12-19,0.86,3.29,0.98
2003-12-22,0.89,3.29,0.98
2003-12-23,0.88,3.4,0.98
2003-12-24,0.88,3.32,0.98
2003-12-25,0.88,3.32,0.98
2003-12-26,0.85,3.32,0.98
2003-12-29,0.89,3.35,0.98
2003-12-30,0.92,3.37,0.98
2003-12-31,0.93,3.34,0.98
2004-01-01,0.93,3.34,0.9
2004-01-02,0.91,3.47,0.9
2004-01-05,0.9,3.51,0.9
2004-01-06,0.9,3.39,0.9
2004-01-07,0.89,3.38,0.9
2004-01-08,0.86,3.41,0.9
2004-01-09,0.85,3.26,0.9
2004-01-12,0.88,3.23,0.9
2004-01-13,0.87,3.18,0.9
2004-01-14,0.86,3.15,0.9
2004-01-15,0.86,3.13,0.9
2004-01-16,0.87,3.17,0.9
2004-01-19,0.87,3.17,0.9
2004-01-20,0.88,3.2,0.9
2004-01-21,0.87,3.18,0.9
2004-01-22,0.86,3.13,0.9
2004-01-23,0.88,3.21,0.9
2004-01-26,0.89,3.27,0.9
2004-01-27,0.89,3.22,0.9
2004-01-28,0.92,3.3,0.9
2004-01-29,0.92,3.3,0.9
2004-01-30,0.9,3.26,0.9
2004-02-01,0.9,3.26,0.77
2004-02-02,0.93,3.25,0.77
2004-02-03,0.92,3.21,0.77
2004-02-04,0.92,3.23,0.77
2004-02-05,0.92,3.28,0.77
2004-02-06,0.91,3.21,0.77
2004-02-09,0.93,3.16,0.77
2004-02-10,0.93,3.2,0.77
2004-02-11,0.91,3.14,0.77
2004-02-12,0.91,3.19,0.77
2004-02-13,0.9,3.15,0.77
2004-02-16,0.9,3.15,0.77
2004-02-17,0.93,3.12,0.77
2004-02-18,0.92,3.13,0.77
2004-02-19,0.92,3.13,0.77
2004-02-20,0.92,3.18,0.77
2004-02-23,0.95,3.1,0.77
2004-02-24,0.95,3.09,0.77
2004-02-25,0.94,3.08,0.77
2004-02-26,0.94,3.11,0.77
2004-02-27,0.94,3.05,0.77
2004-03-01,0.95,3.05,0.78
2004-03-02,0.95,3.1,0.78
2004-03-03,0.95,3.12,0.78
2004-03-04,0.94,3.1,0.78
2004-03-05,0.93,2.92,0.78
2004-03-08,0.95,2.83,0.78
2004-03-09,0.94,2.79,0.78
2004-03-10,0.94,2.8,0.78
2004-03-11,0.95,2.79,0.78
2004-03-12,0.94,2.84,0.78
2004-03-15,0.95,2.83,0.78
